TargetID	CHR
cg12050949	X
cg12051064	X
cg12054337	X
cg12054566	X
cg12057563	X
cg12058262	X
cg12058508	X
cg12058840	X
cg12059303	X
cg12061099	X
cg12061216	X
cg12061866	X
cg12064213	X
cg12064531	X
cg12071142	X
cg12071297	X
cg12074688	X
cg12074916	X
cg12075609	X
cg12075996	X
cg12077024	X
cg12080452	X
cg12082130	X
cg12094412	X
cg12105899	X
cg12109000	X
cg12111783	X
cg12113703	X
cg12115116	X
cg12115759	X
cg12116395	X
cg12116524	X
cg12116535	X
cg12116566	X
cg12124733	X
cg12124912	X
cg12125741	X
cg12127356	X
cg12128683	X
cg12130015	X
cg12130976	X
cg12134159	X
cg12137402	X
cg12143138	X
cg12145026	X
cg12147998	X
cg12152167	X
cg12153998	X
cg12154749	X
cg12155476	X
cg12156154	X
cg12156989	X
cg12158214	X
cg12160324	X
cg12162305	X
cg12165338	X
cg12165354	X
cg12166502	X
cg12166599	X
cg12171481	X
cg12173181	X
cg12175122	X
cg12176022	X
cg12176110	X
cg12176933	X
cg12177454	X
cg12177562	X
cg12180028	X
cg12194828	X
cg12204574	X
cg12206646	X
cg12210824	X
cg12217778	X
cg12220696	X
cg12221218	X
cg12226826	X
cg12228355	X
cg12228772	X
cg12230162	X
cg12232738	X
cg12233790	X
cg12234922	X
cg12234996	X
cg12239365	X
cg12239742	X
cg12242224	X
cg12251508	X
cg12263679	X
cg12268565	X
cg12273094	X
cg12274524	X
cg12275687	X
cg12277627	X
cg12281614	X
cg12284142	X
cg12287800	X
cg12289482	X
cg12290635	X
cg12291192	X
cg12292084	X
cg12294334	X
cg12295100	X
cg12296630	X
cg12298823	X
cg12308146	X
cg12308243	X
cg12312457	X
cg12313310	X
cg12321798	X
cg12322450	X
cg12323723	X
cg12324831	X
cg12330929	X
cg12354227	X
cg12358915	X
cg12360110	X
cg12369063	X
cg12372503	X
cg12373280	X
cg12375308	X
cg12377327	X
cg12377701	X
cg12382941	X
cg12384303	X
cg12384989	X
cg12386568	X
cg12391921	X
cg12403148	X
cg12408777	X
cg12409683	X
cg12413138	X
cg12417438	X
cg12417702	X
cg12419383	X
cg12419462	X
cg12423482	X
cg12426996	X
cg12427017	X
cg12431196	X
cg12434779	X
cg12440269	X
cg12443477	X
cg12444168	X
cg12447182	X
cg12449183	X
cg12449211	X
cg12452512	X
cg12453500	X
cg12454245	X
cg12454975	X
cg12456011	X
cg12458993	X
cg12459719	X
cg12461113	X
cg12462026	X
cg12464216	X
cg12467143	X
cg12467288	X
cg12468189	X
cg12469471	X
cg12472203	X
cg12472218	X
cg12474452	X
cg12477608	X
cg12481306	X
cg12481479	X
cg12482502	X
cg12485020	X
cg12491455	X
cg12491738	X
cg12493424	X
cg12496982	X
cg12497304	X
cg12497728	X
cg12501871	X
cg12504641	X
cg12506468	X
cg12510923	X
cg12513189	X
cg12516234	X
cg12517167	X
cg12517811	X
cg12518259	X
cg12521678	X
cg12521790	X
cg12521910	X
cg12523109	X
cg12523974	X
cg12526869	X
cg12527112	X
cg12528504	X
cg12528673	X
cg12530936	X
cg12531767	X
cg12536534	X
cg12537796	X
cg12542857	X
cg12543132	X
cg12543338	X
cg12543929	X
cg12544391	X
cg12544401	X
cg12546167	X
cg12546665	X
cg12548693	X
cg12549513	X
cg12550885	X
cg12553336	X
cg12576145	X
cg12579386	X
cg12579866	X
cg12579995	X
cg12584551	X
cg12584889	X
cg12586718	X
cg12589433	X
cg12590845	X
cg12591117	X
cg12591207	X
cg12592455	X
cg12594780	X
cg12594800	X
cg12596096	X
cg12598428	X
cg12600371	X
cg12600766	X
cg12614178	X
cg12614283	X
cg12614702	X
cg12614912	X
cg12614984	X
cg12615934	X
cg12618044	X
cg12618587	X
cg12619326	X
cg12620265	X
cg12620378	X
cg12621141	X
cg12622039	X
cg12622895	X
cg12623328	X
cg12642693	X
cg12644927	X
cg12645617	X
cg12647861	X
cg12650780	X
cg12653105	X
cg12653510	X
cg12654845	X
cg12687215	X
cg12689022	X
cg12689375	X
cg12691219	X
cg12704708	X
cg12705541	X
cg12705969	X
cg12707233	X
cg12709057	X
cg12713960	X
cg12720637	X
cg12720772	X
cg12724466	X
cg12724827	X
cg12726278	X
cg12727431	X
cg12728820	X
cg12731488	X
cg12732953	X
cg12737160	X
cg12737514	X
cg12738079	X
cg12739617	X
cg12742739	X
cg12743696	X
cg12747864	X
cg12753220	X
cg12753358	X
cg12755246	X
cg12763824	X
cg12772068	X
cg12775788	X
cg12799835	X
cg12813325	X
cg12814244	X
cg12814305	X
cg12814550	X
cg12817924	X
cg12823249	X
cg12830022	X
cg12838207	X
cg12841929	X
cg12842316	X
cg12845419	X
cg12848223	X
cg12856112	X
cg12856407	X
cg12857026	X
cg12857193	X
cg12857407	X
cg12857702	X
cg12858650	X
cg12861974	X
cg12864868	X
cg12865398	X
cg12869615	X
cg12869875	X
cg12872238	X
cg12875241	X
cg12875534	X
cg12879539	X
cg12882438	X
cg12883250	X
cg12883424	X
cg12885864	X
cg12888005	X
cg12889449	X
cg12900151	X
cg12900739	X
cg12901064	X
cg12901451	X
cg12903711	X
cg12905477	X
cg12909479	X
cg12914043	X
cg12920408	X
cg12922305	X
cg12926098	X
cg12932046	X
cg12935118	X
cg12937141	X
cg12938998	X
cg12940781	X
cg12941426	X
cg12942133	X
cg12944030	X
cg12945385	X
cg12947492	X
cg12947498	X
cg12950231	X
cg12950441	X
cg12967624	X
cg12972869	X
cg12974607	X
cg12976310	X
cg12976380	X
cg12978205	X
cg12980185	X
cg12981362	X
cg12983165	X
cg13009143	X
cg13009425	X
cg13011976	X
cg13012525	X
cg13014545	X
cg13014982	X
cg13015245	X
cg13015740	X
cg13016045	X
cg13016553	X
cg13018252	X
cg13023833	X
cg13024202	X
cg13024624	X
cg13027792	X
cg13030539	X
cg13030797	X
cg13033283	X
cg13041595	X
cg13049326	X
cg13069450	X
cg13072112	X
cg13075926	X
cg13077247	X
cg13077484	X
cg13081620	X
cg13082192	X
cg13087041	X
cg13088417	X
cg13088755	X
cg13095029	X
cg13095698	X
cg13098917	X
cg13099539	X
cg13100667	X
cg13105517	X
cg13108472	X
cg13108852	X
cg13113011	X
cg13113748	X
cg13114305	X
cg13115118	X
cg13115455	X
cg13116097	X
cg13118590	X
cg13120260	X
cg13121076	X
cg13122496	X
cg13125542	X
cg13128531	X
cg13130271	X
cg13138625	X
cg13140135	X
cg13140681	X
cg13143866	X
cg13143954	X
cg13145750	X
cg13148263	X
cg13148563	X
cg13149745	X
cg13151500	X
cg13153942	X
cg13155805	X
cg13156574	X
cg13161621	X
cg13172627	X
cg13172884	X
cg13174077	X
cg13176022	X
cg13176197	X
cg13176270	X
cg13176741	X
cg13177658	X
cg13178332	X
cg13178935	X
cg13181969	X
cg13182323	X
cg13182391	X
cg13182625	X
cg13182820	X
cg13183496	X
cg13185972	X
cg13187657	X
cg13187778	X
cg13189687	X
cg13190238	X
cg13190540	X
cg13192155	X
cg13192819	X
cg13195284	X
cg13195463	X
cg13201322	X
cg13202398	X
cg13203541	X
cg13204040	X
cg13204375	X
cg13204538	X
cg13208102	X
cg13208429	X
cg13213216	X
cg13214067	X
cg13214937	X
cg13217333	X
cg13217661	X
cg13218284	X
cg13219139	X
cg13219667	X
cg13219833	X
cg13223227	X
cg13225177	X
cg13225368	X
cg13226591	X
cg13232664	X
cg13234839	X
cg13236039	X
cg13240932	X
cg13241003	X
cg13243388	X
cg13243544	X
cg13244998	X
cg13246025	X
cg13248004	X
cg13257485	X
cg13269522	X
cg13270115	X
cg13272357	X
cg13273147	X
cg13273653	X
cg13274727	X
cg13275322	X
cg13277716	X
cg13278829	X
cg13279286	X
cg13279774	X
cg13281118	X
cg13281447	X
cg13282942	X
cg13284386	X
cg13285009	X
cg13286902	X
cg13286990	X
cg13304035	X
cg13307142	X
cg13307200	X
cg13310805	X
cg13311758	X
cg13312942	X
cg13316877	X
cg13318368	X
cg13320965	X
cg13324949	X
cg13325218	X
cg13326840	X
cg13326999	X
cg13328614	X
cg13338084	X
cg13340269	X
cg13350478	X
cg13355801	X
cg13358623	X
cg13365334	X
cg13367122	X
cg13367883	X
cg13368805	X
cg13369210	X
cg13369656	X
cg13370412	X
cg13370439	X
cg13370916	X
cg13371527	X
cg13372402	X
cg13372830	X
cg13391512	X
cg13392184	X
cg13397331	X
cg13397632	X
cg13401681	X
cg13412357	X
cg13420803	X
cg13422744	X
cg13423140	X
cg13430745	X
cg13431666	X
cg13440244	X
cg13441872	X
cg13442104	X
cg13443410	X
cg13444289	X
cg13445089	X
cg13448203	X
cg13482208	X
cg13482233	X
cg13484245	X
cg13486082	X
cg13489005	X
cg13489054	X
cg13489115	X
cg13492609	X
cg13494652	X
cg13498184	X
cg13501371	X
cg13501581	X
cg13503613	X
cg13506244	X
cg13510054	X
cg13510429	X
cg13510648	X
cg13516940	X
cg13517065	X
cg13524554	X
cg13524834	X
cg13524991	X
cg13525739	X
cg13530507	X
cg13532816	X
cg13532829	X
cg13532885	X
cg13534205	X
cg13536141	X
cg13536258	X
cg13538156	X
cg13538773	X
cg13539181	X
cg13540126	X
cg13542480	X
cg13545850	X
cg13549303	X
cg13550079	X
cg13552866	X
cg13554270	X
cg13558151	X
cg13566059	X
cg13566908	X
cg13568559	X
cg13569323	X
cg13569417	X
cg13571540	X
cg13572003	X
cg13573587	X
cg13574945	X
cg13581022	X
cg13582495	X
cg13601079	X
cg13606829	X
cg13613450	X
cg13613682	X
cg13616144	X
cg13616735	X
cg13617521	X
cg13618137	X
cg13620040	X
cg13622893	X
cg13626059	X
cg13627141	X
cg13628616	X
cg13630855	X
cg13633856	X
cg13635350	X
cg13638484	X
cg13640071	X
cg13643594	X
cg13643725	X
cg13645113	X
cg13645300	X
cg13645631	X
cg13646106	X
cg13646297	X
cg13649400	X
cg13651586	X
cg13652795	X
cg13653808	X
cg13655660	X
cg13658640	X
cg13658777	X
cg13661446	X
cg13663390	X
cg13663706	X
cg13664654	X
cg13664798	X
cg13666323	X
cg13667911	X
cg13668826	X
cg13674559	X
cg13675050	X
cg13675330	X
cg13675517	X
cg13677598	X
cg13677770	X
cg13680016	X
cg13681367	X
cg13682241	X
cg13684570	X
cg13699065	X
cg13699139	X
cg13699152	X
cg13700552	X
cg13712154	X
cg13713253	X
cg13714086	X
cg13716034	X
cg13719062	X
cg13721204	X
cg13723766	X
cg13726176	X
cg13726507	X
cg13726724	X
cg13728104	X
cg13728115	X
cg13741548	X
cg13741802	X
cg13744306	X
cg13747195	X
cg13747960	X
cg13748267	X
cg13749508	X
cg13751216	X
cg13751956	X
cg13758960	X
cg13759356	X
cg13762255	X
cg13766601	X
cg13766816	X
cg13768026	X
cg13768142	X
cg13770495	X
cg13771263	X
cg13771497	X
cg13771629	X
cg13774080	X
cg13775533	X
cg13777527	X
cg13779265	X
cg13779349	X
cg13780945	X
cg13781096	X
cg13781574	X
cg13781721	X
cg13783167	X
cg13784767	X
cg13786096	X
cg13788004	X
cg13788061	X
cg13788827	X
cg13789561	X
cg13794642	X
cg13795116	X
cg13797960	X
cg13801593	X
cg13806096	X
cg13806616	X
cg13807550	X
cg13809962	X
cg13810915	X
cg13811328	X
cg13812570	X
cg13814975	X
cg13815872	X
cg13817994	X
cg13818628	X
cg13822691	X
cg13823245	X
cg13823441	X
cg13824755	X
cg13825930	X
cg13828067	X
cg13830007	X
cg13837202	X
cg13839778	X
cg13851721	X
cg13857811	X
cg13859943	X
cg13860040	X
cg13861342	X
cg13864549	X
cg13866977	X
cg13867326	X
cg13868987	X
cg13872501	X
cg13876499	X
cg13879373	X
cg13897449	X
cg13906542	X
cg13907504	X
cg13908365	X
cg13909432	X
cg13913475	X
cg13915481	X
cg13915726	X
cg13918312	X
cg13918808	X
cg13919860	X
cg13920260	X
cg13926267	X
cg13928116	X
cg13928866	X
cg13929206	X
cg13929917	X
cg13933535	X
cg13933773	X
cg13934764	X
cg13935560	X
cg13936874	X
cg13937075	X
cg13937627	X
cg13939549	X
cg13940798	X
cg13941987	X
cg13943560	X
cg13965132	X
cg13974562	X
cg13976049	X
cg13976143	X
cg13976265	X
cg13977434	X
cg13980651	X
cg13983639	X
cg13984511	X
cg13985405	X
cg13987126	X
cg13987686	X
cg13987972	X
cg13988146	X
cg13988667	X
cg13991029	X
cg13994408	X
cg13996510	X
cg13996925	X
cg14001161	X
cg14002781	X
cg14004049	X
cg14004892	X
cg14005918	X
cg14006678	X
cg14006893	X
cg14007036	X
cg14010367	X
cg14013497	X
cg14018172	X
cg14019861	X
cg14020146	X
cg14022645	X
cg14024637	X
cg14027817	X
cg14028178	X
cg14029201	X
cg14029629	X
cg14044580	X
cg14051366	X
cg14052945	X
cg14053556	X
cg14057181	X
cg14059333	X
cg14061423	X
cg14071112	X
cg14073590	X
cg14076132	X
cg14081960	X
cg14084176	X
cg14084448	X
cg14091713	X
cg14095733	X
cg14098973	X
cg14099528	X
cg14105781	X
cg14106263	X
cg14107136	X
cg14107346	X
cg14107638	X
cg14108922	X
cg14110884	X
cg14111132	X
cg14111789	X
cg14113300	X
cg14113919	X
cg14116332	X
cg14123135	X
cg14126185	X
cg14127907	X
cg14132995	X
cg14134864	X
cg14135852	X
cg14137558	X
cg14137819	X
cg14138275	X
cg14139065	X
cg14144571	X
cg14145674	X
cg14148265	X
cg14148995	X
cg14149599	X
cg14150883	X
cg14151795	X
cg14161730	X
cg14161977	X
cg14165995	X
cg14168975	X
cg14173330	X
cg14176959	X
cg14177924	X
cg14179628	X
cg14186071	X
cg14191036	X
cg14191108	X
cg14191292	X
cg14196261	X
cg14210943	X
cg14212888	X
cg14214586	X
cg14218246	X
cg14220025	X
cg14224753	X
cg14230133	X
cg14232291	X
cg14232368	X
cg14233178	X
cg14233872	X
cg14239049	X
cg14243895	X
cg14245501	X
cg14246142	X
cg14247154	X
cg14247788	X
cg14248531	X
cg14251060	X
cg14251139	X
cg14252169	X
cg14253153	X
cg14254545	X
cg14258335	X
cg14258356	X
cg14260465	X
cg14260918	X
cg14261068	X
cg14266196	X
cg14267065	X
cg14269301	X
cg14271953	X
cg14273219	X
cg14289114	X
cg14289621	X
cg14291118	X
cg14295009	X
cg14295696	X
cg14295915	X
cg14296598	X
cg14296882	X
cg14303974	X
cg14304890	X
cg14306994	X
cg14308265	X
cg14310499	X
cg14313347	X
cg14314132	X
cg14314451	X
cg14315663	X
cg14318199	X
cg14320120	X
cg14321211	X
cg14321295	X
cg14321399	X
cg14322166	X
cg14331226	X
cg14331377	X
cg14332086	X
cg14334147	X
cg14334484	X
cg14338025	X
cg14338160	X
cg14340500	X
cg14342672	X
cg14343151	X
cg14343687	X
cg14344749	X
cg14345281	X
cg14346048	X
cg14349378	X
cg14349394	X
cg14350469	X
cg14351440	X
cg14353569	X
cg14354270	X
cg14354749	X
cg14355748	X
cg14356114	X
cg14368286	X
cg14368817	X
cg14368852	X
cg14369777	X
cg14372520	X
cg14372935	X
cg14372937	X
cg14375772	X
cg14376241	X
cg14381550	X
cg14381673	X
cg14381745	X
cg14383004	X
cg14384228	X
cg14386202	X
cg14388993	X
cg14389582	X
cg14389665	X
cg14392995	X
cg14393649	X
cg14395423	X
cg14396739	X
cg14397289	X
cg14397820	X
cg14398372	X
cg14399784	X
cg14403099	X
cg14403309	X
cg14429073	X
cg14430524	X
cg14452204	X
cg14453321	X
cg14453693	X
cg14454242	X
cg14454549	X
cg14455991	X
cg14457256	X
cg14457691	X
cg14460470	X
cg14463432	X
cg14463725	X
cg14464718	X
cg14470409	X
cg14474963	X
cg14479037	X
cg14492530	X
cg14493612	X
cg14495054	X
cg14495593	X
cg14496001	X
cg14505980	X
cg14506668	X
cg14506716	X
cg14508997	X
cg14510207	X
cg14513082	X
cg14513804	X
cg14514403	X
cg14516385	X
cg14517340	X
cg14519153	X
cg14520448	X
cg14520512	X
cg14520892	X
cg14522327	X
cg14522841	X
cg14532322	X
cg14533133	X
cg14533576	X
cg14533874	X
cg14538442	X
cg14538620	X
cg14539516	X
cg14539730	X
cg14541448	X
cg14541939	X
cg14542503	X
cg14544514	X
cg14550383	X
cg14562337	X
cg14562990	X
cg14570389	X
cg14576433	X
cg14586560	X
cg14587850	X
cg14590681	X
cg14592807	X
cg14596086	X
cg14600040	X
cg14601312	X
cg14602622	X
cg14603520	X
cg14604474	X
cg14605748	X
cg14607533	X
cg14616651	X
cg14621531	X
cg14622782	X
cg14625604	X
cg14629010	X
cg14637830	X
cg14642832	X
cg14644616	X
cg14654075	X
cg14674582	X
cg14680768	X
cg14686949	X
cg14688179	X
cg14688652	X
cg14688956	X
cg14694234	X
cg14694370	X
cg14696586	X
cg14699015	X
cg14699257	X
cg14699343	X
cg14699869	X
cg14701129	X
cg14708847	X
cg14711302	X
cg14711543	X
cg14712359	X
cg14713449	X
cg14719055	X
cg14720319	X
cg14725109	X
cg14725392	X
cg14725537	X
cg14726139	X
cg14727709	X
cg14728856	X
cg14736373	X
cg14736837	X
cg14737574	X
cg14743649	X
cg14745824	X
cg14745925	X
cg14746118	X
cg14749816	X
cg14751158	X
cg14752426	X
cg14755341	X
cg14759284	X
cg14766682	X
cg14772068	X
cg14772107	X
cg14772836	X
cg14773858	X
cg14781735	X
cg14781905	X
cg14783837	X
cg14784348	X
cg14794494	X
cg14803417	X
cg14804093	X
cg14804181	X
cg14805868	X
cg14805882	X
cg14807303	X
cg14812623	X
cg14814331	X
cg14814815	X
cg14815778	X
cg14824933	X
cg14825116	X
cg14825312	X
cg14828248	X
cg14828865	X
cg14831390	X
cg14831665	X
cg14832266	X
cg14833706	X
cg14834143	X
cg14841098	X
cg14854487	X
cg14860045	X
cg14867863	X
cg14868996	X
cg14870234	X
cg14871604	X
cg14873818	X
cg14876573	X
cg14878279	X
cg14880205	X
cg14886579	X
cg14892037	X
cg14917571	X
cg14918358	X
cg14923176	X
cg14923379	X
cg14924469	X
cg14927076	X
cg14928430	X
cg14928964	X
cg14930000	X
cg14931238	X
cg14933706	X
cg14936904	X
cg14937106	X
cg14942312	X
cg14949922	X
cg14951132	X
cg14954430	X
cg14954874	X
cg14955505	X
cg14959801	X
cg14961598	X
cg14961988	X
cg14962776	X
cg14964387	X
cg14968719	X
cg14970569	X
cg14972002	X
cg14972383	X
cg14972889	X
cg14973366	X
cg14985146	X
cg14986136	X
cg14986420	X
cg14990368	X
cg14993186	X
cg14993456	X
cg14994327	X
cg14996291	X
cg14996686	X
cg14996916	X
cg14998855	X
cg15008991	X
cg15014034	X
cg15016628	X
cg15021707	X
cg15024277	X
cg15024309	X
cg15027606	X
cg15027721	X
cg15029285	X
cg15029878	X
cg15033973	X
cg15035437	X
cg15037594	X
cg15039826	X
cg15040559	X
cg15040731	X
cg15041487	X
cg15042310	X
cg15042473	X
cg15043283	X
cg15043492	X
cg15048430	X
cg15050093	X
cg15056572	X
cg15057941	X
cg15062055	X
cg15066405	X
cg15067665	X
cg15068728	X
cg15073264	X
cg15074974	X
cg15075293	X
cg15075851	X
cg15082071	X
cg15132216	X
cg15132649	X
cg15133344	X
cg15144825	X
cg15157289	X
cg15159291	X
cg15162843	X
cg15165114	X
cg15165694	X
cg15166523	X
cg15167505	X
cg15167807	X
cg15167893	X
cg15169914	X
cg15170964	X
cg15187939	X
cg15192905	X
cg15192932	X
cg15198729	X
cg15199886	X
cg15200096	X
cg15201909	X
cg15208718	X
cg15210787	X
cg15211677	X
cg15213782	X
cg15215369	X
cg15222604	X
cg15223895	X
cg15224006	X
cg15225044	X
cg15226856	X
cg15228617	X
cg15230046	X
cg15231886	X
cg15232885	X
cg15233060	X
cg15234550	X
cg15235711	X
cg15235844	X
cg15236057	X
cg15236541	X
cg15237731	X
cg15241084	X
cg15245437	X
cg15246270	X
cg15248636	X
cg15255584	X
cg15255859	X
cg15257930	X
cg15259400	X
cg15259889	X
cg15289846	X
cg15299258	X
cg15308487	X
cg15309236	X
cg15309751	X
cg15309862	X
cg15314890	X
cg15315638	X
cg15317375	X
cg15317927	X
cg15319295	X
cg15322230	X
cg15322420	X
cg15322570	X
cg15324340	X
cg15325759	X
cg15329483	X
cg15334207	X
cg15336560	X
cg15337017	X
cg15338441	X
cg15339180	X
cg15342308	X
cg15345580	X
cg15351067	X
cg15356502	X
cg15358931	X
cg15359342	X
cg15363158	X
cg15363435	X
cg15363890	X
cg15364850	X
cg15365038	X
cg15366127	X
cg15373098	X
cg15373633	X
cg15374982	X
cg15375586	X
cg15376401	X
cg15380114	X
cg15380873	X
cg15380945	X
cg15383633	X
cg15383797	X
cg15388264	X
cg15391239	X
cg15392343	X
cg15395087	X
cg15396238	X
cg15408180	X
cg15408476	X
cg15410402	X
cg15418221	X
cg15443127	X
cg15446968	X
cg15448462	X
cg15450752	X
cg15450782	X
cg15450986	X
cg15452747	X
cg15454357	X
cg15454483	X
cg15462879	X
cg15463500	X
cg15464143	X
cg15465300	X
cg15465642	X
cg15465809	X
cg15474769	X
cg15480287	X
cg15480941	X
cg15481221	X
cg15481819	X
cg15481878	X
cg15483141	X
cg15490039	X
cg15508284	X
cg15508450	X
cg15508612	X
cg15511022	X
cg15511490	X
cg15511516	X
cg15511898	X
cg15514224	X
cg15516728	X
cg15517690	X
cg15518337	X
cg15520863	X
cg15521097	X
cg15521289	X
cg15522989	X
cg15529344	X
cg15529512	X
cg15533646	X
cg15534364	X
cg15536552	X
cg15554342	X
cg15554694	X
cg15563580	X
cg15565409	X
cg15567182	X
cg15568009	X
cg15570803	X
cg15577287	X
cg15578989	X
cg15579650	X
cg15582794	X
cg15583887	X
cg15586998	X
cg15590532	X
cg15594578	X
cg15600969	X
cg15602735	X
cg15604347	X
cg15604433	X
cg15604615	X
cg15611842	X
cg15612444	X
cg15613687	X
cg15614048	X
cg15614573	X
cg15615706	X
cg15616940	X
cg15617976	X
cg15622077	X
cg15626629	X
cg15627131	X
cg15627188	X
cg15658365	X
cg15659974	X
cg15661671	X
cg15662246	X
cg15662806	X
cg15664701	X
cg15667675	X
cg15670241	X
cg15672146	X
cg15677355	X
cg15681351	X
cg15682807	X
cg15685317	X
cg15685776	X
cg15686826	X
cg15688151	X
cg15691129	X
cg15693668	X
cg15694789	X
cg15695383	X
cg15698953	X
cg15706156	X
cg15715746	X
cg15715844	X
cg15720064	X
cg15727409	X
cg15730931	X
cg15731001	X
cg15731038	X
cg15731296	X
cg15732053	X
cg15735483	X
cg15737470	X
cg15737490	X
cg15741706	X
cg15746427	X
cg15749276	X
cg15751298	X
cg15754755	X
cg15755092	X
cg15755924	X
cg15757320	X
cg15764264	X
cg15765801	X
cg15766492	X
cg15766608	X
cg15769969	X
cg15770613	X
cg15771339	X
cg15771597	X
cg15788279	X
cg15788661	X
cg15790913	X
cg15793196	X
cg15796459	X
cg15798883	X
cg15802548	X
cg15803618	X
cg15804018	X
cg15806723	X
cg15812025	X
cg15813702	X
cg15813836	X
cg15814001	X
cg15815114	X
cg15816181	X
cg15819935	X
cg15822015	X
cg15824287	X
cg15830530	X
cg15831456	X
cg15837118	X
cg15840039	X
cg15840253	X
cg15840970	X
cg15841434	X
cg15844109	X
cg15844471	X
cg15845873	X
cg15847896	X
cg15847989	X
cg15848449	X
cg15850390	X
cg15850513	X
cg15854321	X
cg15854666	X
cg15855671	X
cg15858894	X
cg15861835	X
cg15862809	X
cg15864992	X
cg15867166	X
cg15870809	X
cg15870894	X
cg15872383	X
cg15874629	X
cg15878116	X
cg15879104	X
cg15879692	X
cg15883201	X
cg15887754	X
cg15888279	X
cg15891447	X
cg15892676	X
cg15895359	X
cg15898026	X
cg15900913	X
cg15904420	X
cg15904427	X
cg15906052	X
cg15906134	X
cg15907259	X
cg15907464	X
cg15913856	X
cg15917060	X
cg15917786	X
cg15918587	X
cg15919369	X
cg15922956	X
cg15923127	X
cg15926952	X
cg15929109	X
cg15929297	X
cg15940237	X
cg15953310	X
cg15953767	X
cg15954878	X
cg15958715	X
cg15968979	X
cg15977272	X
cg15980334	X
cg16022279	X
cg16049598	X
cg16051475	X
cg16059374	X
cg16062292	X
cg16063272	X
cg16064583	X
cg16065628	X
cg16068020	X
cg16068924	X
cg16075641	X
cg16078210	X
cg16082125	X
cg16083651	X
cg16084857	X
cg16088894	X
cg16091746	X
cg16091895	X
cg16097355	X
cg16097380	X
cg16101581	X
cg16104517	X
cg16104634	X
cg16107992	X
cg16108684	X
cg16115249	X
cg16115418	X
cg16116006	X
cg16116118	X
cg16116845	X
cg16117744	X
cg16118600	X
cg16119423	X
cg16122592	X
cg16126759	X
cg16135771	X
cg16135845	X
cg16136096	X
cg16140952	X
cg16141290	X
cg16141678	X
cg16144072	X
cg16144476	X
cg16145139	X
cg16146457	X
cg16149200	X
cg16151342	X
cg16152676	X
cg16153146	X
cg16158045	X
cg16158407	X
cg16159925	X
cg16161440	X
cg16164539	X
cg16166036	X
cg16167088	X
cg16167304	X
cg16167673	X
cg16168153	X
cg16170760	X
cg16170944	X
cg16175497	X
cg16177032	X
cg16181613	X
cg16181678	X
cg16190093	X
cg16199038	X
cg16199850	X
cg16200513	X
cg16200617	X
cg16201681	X
cg16202017	X
cg16203368	X
cg16204757	X
cg16206013	X
cg16207593	X
cg16211077	X
cg16211147	X
cg16213807	X
cg16215037	X
cg16216704	X
cg16218862	X
cg16219026	X
cg16219271	X
cg16221059	X
cg16221895	X
cg16227684	X
cg16227775	X
cg16231355	X
cg16232809	X
cg16233679	X
cg16235803	X
cg16242260	X
cg16242750	X
cg16243644	X
cg16244634	X
cg16245086	X
cg16248169	X
cg16250105	X
cg16251333	X
cg16251458	X
cg16255697	X
cg16256230	X
cg16257494	X
cg16259355	X
cg16259583	X
cg16269097	X
cg16270385	X
cg16272791	X
cg16273251	X
cg16296431	X
cg16309606	X
cg16311072	X
cg16313903	X
cg16314146	X
cg16315447	X
cg16318983	X
cg16319308	X
cg16320351	X
cg16320447	X
cg16325635	X
cg16328033	X
cg16328412	X
cg16337138	X
cg16341056	X
cg16342780	X
cg16343842	X
cg16349029	X
cg16350494	X
cg16353361	X
cg16355818	X
cg16356987	X
cg16357225	X
cg16359563	X
cg16360370	X
cg16367232	X
cg16369705	X
cg16371488	X
cg16371598	X
cg16374753	X
cg16385415	X
cg16391404	X
cg16395120	X
cg16396396	X
cg16397002	X
cg16397077	X
cg16399859	X
cg16401529	X
cg16403901	X
cg16405492	X
cg16405946	X
cg16407164	X
cg16409172	X
cg16410962	X
cg16411111	X
cg16412513	X
cg16414561	X
cg16415834	X
cg16417926	X
cg16426291	X
cg16428596	X
cg16428758	X
cg16429439	X
cg16429758	X
cg16431191	X
cg16431713	X
cg16440909	X
cg16452396	X
cg16481170	X
cg16488059	X
cg16488754	X
cg16497626	X
cg16501779	X
cg16502355	X
cg16505548	X
cg16507965	X
cg16508637	X
cg16508981	X
cg16510010	X
cg16510200	X
cg16510657	X
cg16515238	X
cg16520030	X
cg16522370	X
cg16523424	X
cg16524492	X
cg16524589	X
cg16529483	X
cg16531277	X
cg16531342	X
cg16533561	X
cg16536563	X
cg16537859	X
cg16546841	X
cg16546861	X
cg16550399	X
cg16550477	X
cg16551468	X
cg16552959	X
cg16561743	X
cg16562533	X
cg16564271	X
cg16567137	X
cg16576300	X
cg16579869	X
cg16580361	X
cg16582649	X
cg16584431	X
cg16586165	X
cg16586749	X
cg16590821	X
cg16592242	X
cg16594779	X
cg16594878	X
cg16595877	X
cg16611264	X
cg16613750	X
cg16613854	X
cg16617243	X
cg16617551	X
cg16617753	X
cg16617830	X
cg16618605	X
cg16619186	X
cg16620229	X
cg16625651	X
cg16626088	X
cg16627148	X
cg16628997	X
cg16632275	X
cg16635881	X
cg16637019	X
cg16638301	X
cg16639627	X
cg16641060	X
cg16641190	X
cg16641638	X
cg16642894	X
cg16647914	X
cg16648812	X
cg16653057	X
cg16678835	X
cg16679001	X
