PROBE,%
cg26548410,22
cg25539255,22
cg14245898,22
cg26006214,22
cg22316634,22
cg00488829,22
cg20242379,22
cg05626738,22
cg13451556,22
cg05133591,22
cg13301327,22
cg27519424,22
cg08202470,22
cg01864404,22
cg27312944,23
cg21789941,23
cg14280627,23
cg21412456,23
cg16329085,23
cg14565279,23
cg26400546,23
cg01418885,23
cg04541421,23
cg26944725,23
cg14667780,23
cg18991601,23
cg04508606,23
cg12918464,23
cg24638356,23
cg24254837,23
cg07576186,23
cg22532079,23
cg06378561,23
cg07133434,23
cg23344992,23
cg25095589,23
cg18176856,23
cg10625750,23
cg11615395,23
cg09408462,23
cg16854281,23
cg02288345,23
cg01939450,23
cg02828928,23
cg18438850,23
cg13612055,23
cg12890750,23
cg01808284,23
cg17723143,23
cg06439655,23
cg12609607,23
cg14867071,23
cg22659230,23
cg22659230,23
cg18361467,23
cg12966376,23
cg17351927,23
cg03930097,23
cg04422742,23
cg24631579,23
cg09346871,23
cg09346871,23
cg11645539,23
cg05778025,23
cg03126739,23
cg09703840,23
cg20913114,23
cg17393140,23
cg08320316,23
cg23727079,23
cg17220237,23
cg11627968,23
cg00453190,23
cg10528826,23
cg26999501,23
cg05020924,23
cg11307715,23
cg13452812,23
cg13636926,23
cg01127608,23
cg08987373,23
cg14417873,23
cg09867002,23
cg22546866,23
cg14964115,23
cg12237553,23
cg02583163,23
cg03891843,23
cg26558435,23
cg08047827,23
cg20090066,23
cg11820026,23
cg21932934,23
cg05483487,23
cg00267207,23
cg09434726,23
cg18997918,23
cg17576127,23
cg10993865,23
cg14707722,23
cg05779595,23
cg16341737,23
cg18486231,23
cg27662838,23
cg07182616,23
cg16303048,23
cg05859760,23
cg05940425,23
cg26934566,23
cg03004222,23
cg05174338,23
cg14191953,23
cg27395839,23
cg25879395,23
cg04579183,23
cg01584348,23
cg23911637,23
cg10407847,23
cg03035657,23
cg07497907,23
cg06494135,23
cg23753182,23
cg25988106,23
cg02351362,23
cg04986009,23
cg02419172,23
cg15250633,23
cg18634314,23
cg26642774,23
cg17406915,23
cg14444099,23
cg12155450,23
cg15463404,23
cg15557840,23
cg03467235,23
cg15625791,23
cg21519980,23
cg24001233,23
cg24356804,23
cg00662446,23
cg04172426,23
cg00542127,23
cg19470385,23
cg14539730,23
cg04811950,23
cg26346563,24
cg15033013,24
cg08332163,24
cg18137779,24
cg24705404,24
cg11235152,24
cg20778915,24
cg20676760,24
cg25771854,24
cg26168881,24
cg03428619,24
cg24204406,24
cg07713242,24
cg20202016,24
cg00424152,24
cg19961153,24
cg02788013,24
cg18368960,24
cg25655482,24
cg13219409,24
cg16331745,24
cg19260869,24
cg25644478,24
cg10666341,24
cg01029331,24
cg09558619,24
cg06034203,24
cg01406776,24
cg13580758,24
cg06855422,24
cg10805525,24
cg08061367,24
cg00516582,24
cg24009806,24
cg22917366,24
cg26201434,24
cg00631759,24
cg10174063,24
cg26021304,24
cg02991699,24
cg20961245,24
cg22387528,24
cg19585676,24
cg05546241,24
cg07981266,24
cg02818451,24
cg16345566,24
cg05431670,24
cg24345338,24
cg10167891,24
cg05748666,24
cg13992444,24
cg24299087,24
cg21920560,24
cg02879083,24
cg24648384,24
cg24120210,24
cg23765831,24
cg23485066,24
cg22053558,24
cg04074157,24
cg25402281,24
cg01204439,24
cg26157309,24
cg09019154,24
cg03183700,24
cg22304543,24
cg09557047,24
cg17635970,24
cg11156079,24
cg22258045,24
cg18000391,24
cg14352508,24
cg13568515,24
cg13641645,24
cg14429748,24
cg14114910,24
cg13412452,24
cg09677976,24
cg26872151,24
cg23161318,24
cg22836207,24
cg06049774,24
cg03643559,24
cg17345964,24
cg09828998,24
cg09428846,24
cg05792312,24
cg27649396,24
cg02814135,24
cg05471616,24
cg12525774,24
cg00218628,24
cg00476882,24
cg13219560,24
cg03834261,24
cg09284209,24
cg00480481,24
cg03870234,24
cg25578798,24
cg11723923,24
cg09746326,24
cg09397997,24
cg07572984,24
cg23423607,24
cg11403739,24
cg13067974,24
cg09908042,24
cg06711418,24
cg06520095,24
cg10269560,24
cg07018667,24
cg18054956,24
cg06302877,24
cg16338321,24
cg04461745,24
cg15132295,24
cg00247094,24
cg16734526,24
cg13603879,24
cg18618432,24
cg11768071,24
cg11976736,24
cg23489110,24
cg01190919,24
cg01861555,24
cg04226110,24
cg02604244,24
cg05225083,24
cg19933311,24
cg09762182,25
cg03396604,25
cg13474262,25
cg10842584,25
cg03347207,25
cg27633763,25
cg09134876,25
cg24699914,25
cg21397839,25
cg16733676,25
cg20144066,25
cg17039022,25
cg12595460,25
cg21202276,25
cg08551408,25
cg27416435,25
cg15853771,25
cg05751189,25
cg09714315,25
cg08088596,25
cg00881894,25
cg20667334,25
cg06125229,25
cg04944812,25
cg04519485,25
cg05126514,25
cg17573813,25
cg17388779,25
cg20131219,25
cg00248861,25
cg08489228,25
cg00149061,25
cg12279734,25
cg14241748,25
cg11245084,25
cg24805360,25
cg12471283,25
cg00262681,25
cg05873359,25
cg07480090,25
cg19045970,25
cg04804643,25
cg03570263,25
cg22827724,25
cg15947697,25
cg12291348,25
cg25270367,25
cg18052547,25
cg10217052,25
cg10222549,25
cg12669314,25
cg25473981,25
cg18013336,25
cg16455339,25
cg16457369,25
cg21073020,25
cg27225663,25
cg11109139,25
cg15561493,25
cg13824456,25
cg01275669,25
cg11835544,25
cg01882084,25
cg00270799,25
cg16312212,25
cg13672736,25
cg19492498,25
cg08468371,25
cg00117869,25
cg07498088,25
cg02201753,25
cg14654833,25
cg26450240,25
cg25923577,25
cg09663736,25
cg13253637,25
cg11066365,25
cg13506281,25
cg08023962,25
cg13033971,25
cg18709904,25
cg15425276,25
cg23691406,25
cg05057827,25
cg22860607,25
cg18480974,25
cg06753055,25
cg12391372,25
cg12339131,25
cg05028929,25
cg08624915,25
cg06979386,25
cg07128503,25
cg05924729,25
cg08002427,25
cg14724469,25
cg05850656,25
cg13074711,25
cg22798261,25
cg19225953,25
cg12966778,25
cg26325285,25
cg05921384,25
cg14168305,25
cg14943816,25
cg09864671,25
cg01347946,25
cg12417704,26
cg21857822,26
cg26824678,26
cg21268256,26
cg24075990,26
cg13245593,26
cg13688186,26
cg00084271,26
cg11188103,26
cg16904261,26
cg26303777,26
cg14836643,26
cg20300784,26
cg15518264,26
cg15958422,26
cg22836174,26
cg21201494,26
cg14271023,26
cg15001930,26
cg04528326,26
cg25692928,26
cg25825204,26
cg05768983,26
cg20977981,26
cg26665679,26
cg17465343,26
cg26108973,26
cg05093818,26
cg04012354,26
cg15226348,26
cg06746669,26
cg22333077,26
cg19386998,26
cg11268327,26
cg00122779,26
cg01745539,26
cg10180404,26
cg07984212,26
cg13604933,26
cg22947402,26
cg11250301,26
cg14022523,26
cg00775915,26
cg01139696,26
cg19966378,26
cg07998236,26
cg23778370,26
cg07992633,26
cg21685655,26
cg22804805,26
cg04064735,26
cg07172707,26
cg17731973,26
cg06075754,26
cg10370109,26
cg09729624,26
cg23200634,26
cg06155830,26
cg08580942,26
cg21196772,26
cg23418965,26
cg24309769,26
cg08091328,26
cg25804251,26
cg24768164,26
cg07637599,26
cg08870961,26
cg09219477,26
cg01531495,26
cg07170252,26
cg01882774,26
cg03020684,26
cg10530344,26
cg03537673,26
cg00656826,26
cg16490805,26
cg04362614,26
cg05847664,26
cg02661110,26
cg24057558,26
cg24636332,26
cg03163302,26
cg17225604,26
cg19026811,26
cg13127421,26
cg26069539,26
cg00523683,26
cg17628491,26
cg15292356,26
cg14195178,26
cg04497611,26
cg14123034,26
cg23936477,26
cg18468962,26
cg08091464,26
cg10696876,26
cg08436396,26
cg02322894,26
cg10152997,26
cg09182085,26
cg06305758,26
cg04990378,26
cg07091478,26
cg06461588,26
cg03633114,26
cg00148558,26
cg26968620,26
cg15233060,26
cg09148853,26
cg00167913,27
cg16652920,27
cg22367705,27
cg21440084,27
cg00124902,27
cg06437931,27
cg13566468,27
cg12060132,27
cg23681001,27
cg00867391,27
cg00867391,27
cg11460778,27
cg12406683,27
cg11680857,27
cg24845535,27
cg16490124,27
cg19384241,27
cg23947654,27
cg27382389,27
cg10263003,27
cg21330272,27
cg03991721,27
cg03529658,27
cg07093060,27
cg02742098,27
cg26105660,27
cg18608749,27
cg26398228,27
cg14916192,27
cg08223534,27
cg09434603,27
cg25631033,27
cg13501961,27
cg23303505,27
cg01203766,27
cg24969496,27
cg15014361,27
cg21543081,27
cg19455396,27
cg15835500,27
cg09510698,27
cg02379549,27
cg05033185,27
cg22535849,27
cg02639601,27
cg06074547,27
cg13285893,27
cg06652850,27
cg10187601,27
cg05182217,27
cg12689021,27
cg24538642,27
cg25325592,27
cg07559763,27
cg17634572,27
cg27024127,27
cg04123498,27
cg03078816,27
cg24849373,27
cg14294708,27
cg21203249,27
cg21234082,27
cg03108651,27
cg25804357,27
cg06838215,27
cg10100585,27
cg23698271,27
cg16335442,27
cg12129080,27
cg13488137,27
cg06409538,27
cg26465155,27
cg01429471,27
cg21085274,27
cg06201763,27
cg15627180,27
cg09581911,27
cg12873447,27
cg06601891,27
cg00019085,27
cg07542871,27
cg11919336,27
cg05005706,27
cg05279330,27
cg25109789,27
cg06398883,27
cg25796986,27
cg13574499,27
cg20492230,27
cg20904336,27
cg27224751,27
cg07882838,27
cg24753094,27
cg01702501,27
cg01537571,27
cg00912337,27
cg07460804,27
cg06464078,27
cg05874523,27
cg14599729,27
cg24430871,27
cg13183651,27
cg19444153,27
cg01275521,27
cg16185152,27
cg08233148,27
cg16515500,27
cg07495405,27
cg09472430,27
cg03131064,27
cg21933197,27
cg02403349,27
cg02687812,27
cg03277950,27
cg11366696,27
cg02188142,27
cg02188142,27
cg16778382,27
cg00801716,27
cg03364130,27
cg00776430,27
cg03885028,27
cg13917577,28
cg05392448,28
cg24846009,28
cg22505202,28
cg13950674,28
cg16690456,28
cg20960322,28
cg24917131,28
cg14264023,28
cg08095377,28
cg15080433,28
cg04033559,28
cg03987818,28
cg19980648,28
cg13184710,28
cg21202759,28
cg12167002,28
cg03258421,28
cg25658612,28
cg14840439,28
cg19498042,28
cg01055691,28
cg23737713,28
cg05966078,28
cg03965172,28
cg14422932,28
cg08669168,28
cg22436195,28
cg22007216,28
cg07082484,28
cg09120722,28
cg07368937,28
cg16148317,28
cg05874652,28
cg11791078,28
cg23987381,28
cg02355653,28
cg01502466,28
cg15973594,28
cg24926791,28
cg11774057,28
cg07414487,28
cg09825575,28
cg15700429,28
cg06559318,28
cg01541565,28
cg10428733,28
cg21485521,28
cg26820259,28
cg01836455,28
cg05509228,28
cg17937620,28
cg03227775,28
cg17002719,28
cg18331135,28
cg08890477,28
cg27481428,28
cg27059389,28
cg11124135,28
cg02179473,28
cg23638455,28
cg02658043,28
cg13651207,28
cg13692482,28
cg26445189,28
cg16397968,28
cg23175573,28
cg15361626,28
cg14717122,28
cg00231519,28
cg09588434,28
cg03292225,28
cg08849813,28
cg25542007,28
cg22841866,28
cg22138998,28
cg11132120,28
cg21301341,28
cg06106103,28
cg12226033,28
cg08210706,28
cg15398488,28
cg14798158,28
cg10050379,28
cg16478896,28
cg06907056,28
cg13749124,28
cg08102564,28
cg23372527,28
cg06082641,28
cg16836675,28
cg24728370,28
cg14060113,28
cg17671604,28
cg25094735,28
cg09255154,28
cg13760670,28
cg05146395,28
cg21159390,28
cg07592775,29
cg00944884,29
cg27399895,29
cg00501169,29
cg12388523,29
cg18229384,29
cg26822728,29
cg02746108,29
cg14795227,29
cg08476485,29
cg16468910,29
cg03883761,29
cg07951602,29
cg25226657,29
cg15214379,29
cg26701510,29
cg12385981,29
cg10217052,29
cg04049719,29
cg14782559,29
cg10471638,29
cg16656875,29
cg23603995,29
cg27154731,29
cg10983013,29
cg02394572,29
cg17707964,29
cg14615128,29
cg09301498,29
cg18319941,29
cg26968039,29
cg18088486,29
cg00571519,29
cg08458132,29
cg26266431,29
cg17803268,29
cg19895124,29
cg04613734,29
cg02901522,29
cg05463326,29
cg21927991,29
cg20205188,29
cg12708867,29
cg16518209,29
cg19415746,29
cg24697097,29
cg07056289,29
cg13066461,29
cg10938684,29
cg26840043,29
cg21757617,29
cg11564829,29
cg24826564,29
cg23051063,29
cg14221851,29
cg15360451,29
cg27321466,29
cg23836570,29
cg26512469,29
cg09849871,29
cg14837792,29
cg19825410,29
cg11314779,29
cg04787784,29
cg00616572,29
cg02909570,29
cg08170293,29
cg07903626,29
cg05477582,29
cg05203814,29
cg03854564,29
cg19079513,29
cg11090211,29
cg17735193,29
cg09636756,29
cg08905832,29
cg02380521,29
cg16002799,29
cg06587249,29
cg01471923,29
cg05840533,29
cg16858931,29
cg19491478,29
cg07244980,29
cg00243527,29
cg17260140,29
cg27310771,29
cg01234546,29
cg01296877,30
cg07703391,30
cg13460944,30
cg16060930,30
cg18137657,30
cg09518270,30
cg12074150,30
cg16403360,30
cg00686453,30
cg03384892,30
cg02741327,30
cg26337497,30
cg16140565,30
cg15247483,30
cg22901347,30
cg21835780,30
cg06157924,30
cg22890737,30
cg27581592,30
cg16081854,30
cg11268585,30
cg12475092,30
cg04843568,30
cg25673075,30
cg17670013,30
cg20968290,30
cg27414868,30
cg07482223,30
cg00047553,30
cg03398989,30
cg13885788,30
cg03071582,30
cg25361454,30
cg02577985,30
cg12551908,30
cg13031029,30
cg08335510,30
cg23749005,30
cg10712578,30
cg13725087,30
cg05201317,30
cg23187802,30
cg12501287,30
cg07860140,30
cg11454325,30
cg11008123,30
cg24769381,30
cg26757229,30
cg04998327,30
cg15817969,30
cg25790212,30
cg02516696,30
cg13815695,30
cg10553219,30
cg06813297,30
cg11885221,30
cg10184241,30
cg10184241,30
cg05730108,30
cg12195446,30
cg08219091,30
cg09856996,30
cg26889118,30
cg16775095,30
cg19495614,30
cg22142142,30
cg02553872,30
cg26930498,30
cg09282336,30
cg07684647,30
cg25395812,30
cg06577593,30
cg19791271,30
cg19832565,30
cg25073051,30
cg25503999,30
cg21848624,30
cg09925682,30
cg24077401,30
cg21653913,30
cg15786180,30
cg19526184,30
cg22841286,30
cg00869309,30
cg21146474,30
cg13681142,30
cg08227366,30
cg15959464,30
cg01871025,30
cg16590012,31
cg05389555,31
cg13387643,31
cg06129455,31
cg07424927,31
cg20673830,31
cg11418303,31
cg11418303,31
cg25971649,31
cg23020037,31
cg16112880,31
cg06621919,31
cg24056293,31
cg23209941,31
cg06999043,31
cg22696546,31
cg13585749,31
cg04316537,31
cg14191616,31
cg25556453,31
cg14111685,31
cg07294114,31
cg05938316,31
cg12981577,31
cg01388693,31
cg09654329,31
cg10981939,31
cg09438069,31
cg25138752,31
cg12599971,31
cg17386240,31
cg11786587,31
cg24697433,31
cg18845053,31
cg23663942,31
cg02956194,31
cg19566252,31
cg23966665,31
cg01591343,31
cg13160627,31
cg12169700,31
cg17867776,31
cg10858640,31
cg25709790,31
cg07025011,31
cg06960717,31
cg14928378,31
cg16963093,31
cg08270148,31
cg00295418,31
cg03276920,31
cg13431688,31
cg21662478,31
cg09175792,31
cg10786572,31
cg13332350,31
cg18088906,31
cg06550274,31
cg13361506,31
cg20128672,31
cg04152793,31
cg15411736,31
cg17530337,31
cg02668233,31
cg07249488,31
cg02788021,31
cg13141283,31
cg19156046,31
cg15388766,31
cg16407739,31
cg26936989,31
cg26258120,31
cg08136432,31
cg26651280,31
cg05291429,31
cg00871204,31
cg12434897,31
cg04487202,31
cg15880245,31
cg11747817,31
cg11986743,31
cg23988024,31
cg06684911,31
cg14608770,31
cg01997599,31
cg04748098,31
cg05809586,31
cg22706458,31
cg19021236,31
cg24694833,31
cg14164252,31
cg08590378,31
cg17025908,32
cg24529615,32
cg02639380,32
cg23812489,32
cg16046605,32
cg24325314,32
cg25465065,32
cg03105556,32
cg22305850,32
cg18172516,32
cg12624040,32
cg03549208,32
cg22926869,32
cg02132058,32
cg04234574,32
cg24800226,32
cg19311470,32
cg14115431,32
cg08916385,32
cg25569462,32
cg21610927,32
cg13591052,32
cg14669842,32
cg23943944,32
cg04474731,32
cg13653328,32
cg09672255,32
cg13724780,32
cg02542103,32
cg03115532,32
cg02246922,32
cg15935070,32
cg21534942,32
cg03344051,32
cg26223899,32
cg00234027,32
cg07791065,32
cg00694353,32
cg15029183,32
cg24131442,32
cg07365741,32
cg25904344,32
cg15574437,32
cg22953237,32
cg22407840,32
cg05593887,32
cg05497652,32
cg19248407,32
cg01601712,32
cg21885112,32
cg07530330,32
cg22860556,32
cg08239933,32
cg16119493,32
cg23357764,32
cg02118671,32
cg05130642,32
cg16435686,32
cg05096415,32
cg00294814,32
cg12711252,32
cg18497543,32
cg08265181,32
cg07413656,32
cg26567385,32
cg11075353,32
cg07686394,32
cg16010458,32
cg20089799,32
cg00687383,32
cg11559162,32
cg10182287,32
cg19555075,32
cg19653246,32
cg16147201,32
cg26496205,32
cg01491428,32
cg01636576,32
cg03424554,32
cg07483408,32
cg06052372,32
cg06652011,32
cg26805113,32
cg21578644,32
cg27156510,32
cg05331763,32
cg03199239,32
cg21777015,32
cg22508145,32
cg03585888,32
cg22686939,32
cg26264314,32
cg01044608,32
cg17888219,32
cg17341969,32
cg00350371,32
cg20592836,32
cg03279219,32
cg17661798,32
cg18870850,32
cg02489157,32
cg19707653,32
cg26287822,32
cg11987751,33
cg12213037,33
cg15624109,33
cg24685298,33
cg03109913,33
cg20299670,33
cg08266644,33
cg17279365,33
cg22626897,33
cg20547893,33
cg16144799,33
cg00337070,33
cg14011663,33
cg15998127,33
cg03167407,33
cg07850323,33
cg07258715,33
cg07597816,33
cg11882358,33
cg21114725,33
cg04156077,33
cg22112152,33
cg25649515,33
cg20033591,33
cg06318935,33
cg04073914,33
cg08238319,33
cg05006030,33
cg11686204,33
cg13905298,33
cg17534070,33
cg10310917,33
cg00366603,33
cg04793911,33
cg14744161,33
cg08996597,33
cg16241932,33
cg22970496,33
cg08570077,33
cg16178271,33
cg03075889,33
cg09567953,33
cg19389973,33
cg25543264,33
cg08355157,33
cg22029879,33
cg21028319,33
cg25299580,33
cg16318479,33
cg06793967,33
cg08662017,33
cg24873924,33
cg24189340,33
cg23543785,33
cg05606115,33
cg00631877,33
cg26076233,33
cg07741840,33
cg01008088,33
cg20036791,33
cg00587941,33
cg22955899,33
cg23005102,33
cg01933421,33
cg13251750,33
cg17876294,33
cg21829038,33
cg04589021,33
cg22809682,33
cg05161773,33
cg07258983,33
cg19715414,33
cg06377353,33
cg07638368,33
cg00740510,33
cg01794190,33
cg16122736,33
cg03201165,33
cg21783012,34
cg04882216,34
cg15198148,34
cg03263197,34
cg24867790,34
cg16908938,34
cg05570109,34
cg20511463,34
cg14882150,34
cg01013522,34
cg23128510,34
cg18757817,34
cg18565762,34
cg22953510,34
cg26796043,34
cg00082729,34
cg07456878,34
cg23741781,34
cg16167565,34
cg06623930,34
cg23019589,34
cg06611487,34
cg17259298,34
cg11019305,34
cg16392727,34
cg09112760,34
cg14245347,34
cg26739327,34
cg10886493,34
cg02884661,34
cg22545899,34
cg18698799,34
cg04688450,34
cg25817884,34
cg07874011,34
cg08693140,34
cg07846874,34
cg04263740,34
cg19797896,34
cg05340744,34
cg25909532,34
cg00259849,34
cg05718076,34
cg14349055,34
cg03954425,34
cg16120147,34
cg02050694,34
cg14068184,34
cg13564529,34
cg03466780,34
cg21587006,34
cg02309026,34
cg07240846,34
cg08806109,34
cg09480417,34
cg10507965,34
cg02955484,34
cg23954274,34
cg04467639,34
cg05237503,34
cg18954658,34
cg06394820,34
cg17516160,34
cg09085632,34
cg18213857,34
cg10998286,34
cg01385018,34
cg03265486,34
cg25601709,34
cg01234308,34
cg12708689,34
cg12708689,34
cg04646842,34
cg22402121,34
cg24087071,34
cg00856850,34
cg23283288,34
cg05305893,34
cg03162251,34
cg13935315,34
cg26089705,34
cg01111856,34
cg11019791,34
cg00303108,34
cg06090818,35
cg10091792,35
cg25150572,35
cg20696674,35
cg00173776,35
cg24051749,35
cg03136151,35
cg26908356,35
cg00123214,35
cg04888234,35
cg17536720,35
cg07319199,35
cg12495090,35
cg13363575,35
cg00935895,35
cg18015625,35
cg17600943,35
cg14506194,35
cg21345624,35
cg01465509,35
cg05393861,35
cg12727358,35
cg15295200,35
cg22466012,35
cg21741515,35
cg04451031,35
cg27000716,35
cg12307698,35
cg15909443,35
cg03979311,35
cg01050429,35
cg05244234,35
cg05329576,35
cg19300401,35
cg17009574,35
cg11036359,35
cg22025250,35
cg10528537,35
cg21692241,35
cg17421046,35
cg13009819,35
cg03655023,35
cg15021914,35
cg21234342,35
cg02376916,35
cg24407607,35
cg22736886,35
cg16906555,35
cg05455372,35
cg08101922,35
cg17405012,35
cg14651435,35
cg23162598,35
cg21035907,35
cg00951213,35
cg16576930,35
cg08775595,35
cg06924902,35
cg23861386,35
cg12657416,35
cg02188665,35
cg16009481,35
cg23786747,35
cg18775025,35
cg15828613,35
cg00045227,35
cg18760933,35
cg10144558,35
cg24307368,35
cg16436532,35
cg21003931,35
cg21797973,35
cg16412745,35
cg13363237,35
cg04963199,35
cg09357483,35
cg08784311,35
cg08900396,35
cg17655005,35
cg24669311,35
cg24883219,35
cg23803868,35
cg06952412,35
cg12499119,35
cg23574719,35
cg07711085,35
cg01610728,35
cg12642297,35
cg15498348,35
cg15706568,35
cg27433479,36
cg17744878,36
cg15600437,36
cg23919742,36
cg13071508,36
cg11750396,36
cg19750824,36
cg16652841,36
cg04246708,36
cg12342501,36
cg00352468,36
cg06634576,36
cg06772824,36
cg01783736,36
cg13821051,36
cg17386473,36
cg22972806,36
cg17174466,36
cg00004073,36
cg22999620,36
cg12381531,36
cg20979384,36
cg04461143,36
cg27141807,36
cg16788857,36
cg18457108,36
cg27160931,36
cg14450955,36
cg00532122,36
cg06100056,36
cg17197981,36
cg14597862,36
cg21543103,36
cg26294955,36
cg21720265,36
cg24470466,36
cg12248480,36
cg14241738,36
cg15567368,36
cg09281805,36
cg26559707,36
cg23521794,36
cg03119308,36
cg27441354,36
cg15057818,36
cg12252547,36
cg25654326,36
cg26690318,36
cg24872173,36
cg15985500,36
cg07588442,36
cg22543924,36
cg07474670,36
cg01012836,36
cg03040740,36
cg24976563,36
cg17370616,36
cg03449867,36
cg24961286,36
cg02401352,36
cg27018984,36
cg09073348,36
cg15030378,36
cg08574632,36
cg01979298,36
cg16145187,36
cg01717830,36
cg24947637,36
cg12159540,36
cg05416337,36
cg04610028,36
cg11942206,36
cg19746536,36
cg21878369,36
cg23499373,36
cg00164335,36
cg11758688,36
cg02180853,36
cg18040436,37
cg09219280,37
cg05433102,37
cg27567580,37
cg10506445,37
cg00009523,37
cg12074150,37
cg01812070,37
cg15150396,37
cg17455348,37
cg08691316,37
cg15248972,37
cg10177080,37
cg21149357,37
cg13972557,37
cg13676672,37
cg17217478,37
cg03036702,37
cg20419542,37
cg06699489,37
cg00523628,37
cg13748354,37
cg04964076,37
cg18845598,37
cg02355809,37
cg17196155,37
cg08857872,37
cg05890457,37
cg08225549,37
cg11420142,37
cg03372209,37
cg03288742,37
cg14460215,37
cg13754621,37
cg05812143,37
cg12257634,37
cg10738003,37
cg06352538,37
cg25150519,37
cg15387567,37
cg08600378,37
cg16423096,37
cg04245766,37
cg05314124,37
cg10503842,37
cg07504393,37
cg01671785,37
cg06507124,37
cg13005428,37
cg17906851,37
cg03152870,37
cg25512179,37
cg08036804,37
cg16327482,37
cg22309623,37
cg01236565,37
cg12014753,37
cg01776465,37
cg08880261,37
cg03587241,37
cg14629010,37
cg03986665,38
cg18131499,38
cg00970057,38
cg08250118,38
cg13299440,38
cg06959448,38
cg07501029,38
cg07258408,38
cg11536248,38
cg04659926,38
cg14548901,38
cg08963013,38
cg06264882,38
cg23813394,38
cg09014801,38
cg24153901,38
cg10288030,38
cg05786381,38
cg21309167,38
cg24861747,38
cg14797147,38
cg02772171,38
cg19043679,38
cg18905174,38
cg05412957,38
cg06271046,38
cg14989959,38
cg16484499,38
cg16528341,38
cg05541356,38
cg03214080,38
cg15847845,38
cg14655569,38
cg14007688,38
cg15586842,38
cg04266205,38
cg26576353,38
cg10841831,38
cg11519836,38
cg10920758,38
cg07642767,38
cg04392293,38
cg22251955,38
cg15405588,38
cg01118640,38
cg10177987,38
cg00145055,38
cg03625141,38
cg07412317,38
cg03940883,38
cg01748328,38
cg02316445,38
cg02095601,38
cg26786615,38
cg01552920,38
cg03721887,38
cg22729335,38
cg11897887,38
cg04057378,38
cg11495604,38
cg01414886,38
cg20167293,39
cg00970057,39
cg22481162,39
cg08146708,39
cg00474373,39
cg13027142,39
cg04506342,39
cg19648023,39
cg25470939,39
cg17388779,39
cg15260248,39
cg15260248,39
cg22986662,39
cg24533989,39
cg19484093,39
cg01713582,39
cg10140678,39
cg12908908,39
cg01415456,39
cg09710920,39
cg26296371,39
cg16655343,39
cg27230769,39
cg15744124,39
cg20770572,39
cg14302130,39
cg25283336,39
cg22037249,39
cg23331433,39
cg15253861,39
cg24097094,39
cg11769349,39
cg17329602,39
cg27286614,39
cg04368789,39
cg04456492,39
cg14551616,39
cg10974412,39
cg19799454,39
cg08119527,39
cg05364766,39
cg23302740,39
cg03495753,39
cg27024127,39
cg27629934,39
cg21340320,39
cg14877834,39
cg16871435,39
cg09560078,39
cg12682323,39
cg10528424,39
cg16886051,39
cg16788050,39
cg26763523,39
cg22905012,39
cg20704148,39
cg10662047,39
cg26069044,39
cg13717555,39
cg17356557,39
cg12087615,39
cg15068593,39
cg16268937,39
cg23476830,39
cg17966121,39
cg24064173,39
cg14175932,39
cg01110290,39
cg02907150,39
cg14218851,39
cg20554370,39
cg00146240,39
cg26776784,39
cg09956782,39
cg05530133,39
cg26846609,39
cg05919324,39
cg24135491,39
cg16832592,39
cg23453683,39
cg05067864,39
cg11660815,39
cg24581845,40
cg14181874,40
cg24906015,40
cg10862960,40
cg22496339,40
cg00167248,40
cg02249911,40
cg06550200,40
cg09449747,40
cg06503255,40
cg27620135,40
cg22946888,40
cg02478793,40
cg26393016,40
cg17840250,40
cg09737870,40
cg11437465,40
cg24018148,40
cg03039315,40
cg19376127,40
cg27468880,40
cg10989862,40
cg17063962,40
cg02299007,40
cg02464808,40
cg09296089,40
cg11430362,40
cg16817435,40
cg27079096,40
cg24426391,40
cg17044529,40
cg05650055,40
cg15737290,40
cg10779718,40
cg17033622,40
cg23764766,40
cg14829303,40
cg00693253,40
cg26941787,40
cg10738648,40
cg06732825,40
cg14104700,40
cg27625131,40
cg07456585,40
cg14124481,40
cg08382489,40
cg00062736,40
cg07904290,40
cg27226511,40
cg11088706,40
cg25388952,40
cg24009067,40
cg01647917,40
cg01270299,40
cg17811452,40
cg11244477,40
cg19245335,40
cg06467462,40
cg02755446,40
cg04063547,41
cg16298457,41
cg17001333,41
cg02751273,41
cg27577781,41
cg11307478,41
cg22710716,41
cg19845921,41
cg19651128,41
cg16819848,41
cg03640465,41
cg15842898,41
cg12182903,41
cg20078646,41
cg15724941,41
cg09272385,41
cg01816254,41
cg10942914,41
cg17441804,41
cg12035144,41
cg25983677,41
cg00023507,41
cg18904554,41
cg16471877,41
cg11896151,41
cg06950937,41
cg12469381,41
cg02097674,41
cg16387021,41
cg14228103,41
cg13279926,41
cg26038514,41
cg11205696,41
cg19787013,41
cg14361119,41
cg19977566,41
cg16698551,41
cg07629625,41
cg23338516,41
cg26753908,41
cg19061310,41
cg20536209,41
cg18760933,41
cg16956665,41
cg15382564,41
cg08272331,41
cg25674027,41
cg04529865,41
cg15214366,41
cg17738613,41
cg19252199,41
cg06350542,41
cg21091421,41
cg11857805,41
cg07216619,41
cg05320460,41
cg02757577,41
cg03478313,41
cg27659796,41
cg02619116,41
cg22293261,41
cg10776061,41
cg00366190,41
cg08806681,41
cg10146330,41
cg01740135,41
cg19712277,42
cg17838368,42
cg09664314,42
cg10818676,42
cg25206764,42
cg16675926,42
